143.586347,58.674778
143.642887,58.806141
143.698398,58.935722
143.750528,59.058472
143.800836,59.177601
143.849467,59.293496
143.895461,59.403867
143.94071,59.513318
143.984336,59.619684
144.026344,59.72319
144.066609,59.823432
144.10617,59.922771
144.143599,60.01741
144.178621,60.106869
144.212854,60.19543
144.246365,60.282721
144.281158,60.374036
144.316945,60.468601
144.35444,60.568113
144.393142,60.67146
144.433118,60.779043
144.475175,60.893029
144.516726,61.00649
144.560214,61.126131
144.60473,61.249561
144.650907,61.378529
144.696192,61.505918
144.743105,61.638988
144.791289,61.775595
144.83943,61.914712
144.887965,62.056545
144.937011,62.201577
144.986507,62.349731
145.036497,62.501149
145.087004,62.655675
145.138433,62.815589
145.188039,62.971673
145.238791,63.133611
145.289705,63.297606
145.340614,63.463398
145.392045,63.630932
145.44413,63.801298
145.496761,63.973717
145.549487,64.148109
145.60333,64.32783
145.654597,64.502568
145.70732,64.683048
145.761015,64.864978
145.8135,65.048185
145.865555,65.23316
145.917186,65.420174
145.969337,65.613049
146.019031,65.800743
146.069927,65.997165
146.118077,66.187935
146.173213,66.411216
146.213906,66.579706
146.261611,66.777585
146.308517,66.977309
146.354898,67.178609
146.400701,67.381172
146.445916,67.584391
146.491157,67.789408
146.535712,67.995014
146.580215,68.201539
146.624406,68.409365
146.668366,68.618287
146.712349,68.828496
146.756088,69.039988
146.798987,69.251967
146.841091,69.465232
146.885025,69.690404
146.924183,69.891161
146.965205,70.1059
147.006122,70.321634
147.047685,70.538159
147.08887,70.754849
147.130398,70.972918
147.170652,71.191205
147.211007,71.409932
147.251215,71.629385
147.291509,71.849655
147.33177,72.070826
147.371958,72.293105
147.411155,72.51548
147.44978,72.737849
147.487714,72.960024
147.525341,73.183548
147.562215,73.407827
147.598801,73.632925
147.635959,73.858
147.673023,74.084089
147.7097,74.310235
147.746009,74.536325
147.781613,74.763239
147.816731,74.990797
147.851585,75.21895
147.886175,75.448014
147.920242,75.677376
147.953491,75.906366
147.98688,76.135672
148.02007,76.366082
148.05173,76.587962
148.084367,76.819769
148.116053,77.046934
148.147541,77.275771
148.178225,77.498959
148.209159,77.727291
148.239573,77.956352
148.269598,78.186006
148.299441,78.416128
148.329095,78.647088
148.358065,78.878445
148.386805,79.108304
148.414929,79.33987
148.447183,79.609141
148.470486,79.804659
148.498858,80.037784
148.527247,80.270565
148.555975,80.504973
148.584393,80.737367
148.612286,80.969213
148.639124,81.194531
148.665134,81.414706
148.690984,81.63543
148.716479,81.856761
148.742153,82.078464
148.767584,82.299517
148.793076,82.52225
148.818535,82.745752
148.84385,82.970098
148.868962,83.195124
148.893673,83.419911
148.918136,83.646612
148.94231,83.87175
148.96663,84.098178
148.990989,84.325366
149.015317,84.553247
149.039745,84.781764
149.063914,85.010896
149.088013,85.239604
149.112303,85.473156
149.136347,85.703386
149.160155,85.932602
149.183212,86.155568
149.205478,86.371847
149.226228,86.577255
149.24644,86.78198
149.266502,86.979018
149.286829,87.178089
149.305323,87.359977
149.32374,87.540243
149.341251,87.711565
149.3586,87.881139
149.375584,88.045996
149.392288,88.208644
149.407692,88.359542
149.423636,88.512594
149.438877,88.655072
149.454284,88.797529
149.470123,88.942609
149.486378,89.090485
149.503043,89.241417
149.520011,89.395394
149.537495,89.555584
149.554698,89.718412
149.571359,89.873834
149.588898,90.037308
149.606282,90.20374
149.623779,90.372671
149.641228,90.544267
149.658932,90.722007
149.676179,90.898727
149.693396,91.078002
149.710422,91.258614
149.727218,91.441049
149.743663,91.620284
149.760569,91.80621
149.77766,91.994157
149.794855,92.184028
149.811948,92.375589
149.828953,92.568769
149.84597,92.763506
149.861268,92.960016
149.877388,93.156481
149.893324,93.354854
149.909087,93.554573
149.924323,93.755854
149.939056,93.958846
149.95353,94.163682
149.967561,94.369271
149.981186,94.575962
149.994977,94.782224
150.00878,94.995058
150.02236,95.205113
150.035962,95.416411
150.049121,95.624508
150.062381,95.837769
150.074105,96.052363
150.085887,96.265281
150.097366,96.477982
150.108523,96.697386
150.119125,96.913552
150.129234,97.130695
150.138835,97.34932
150.147707,97.568576
150.155957,97.781301
150.16578,97.998429
150.174085,98.219767
150.180991,98.444804
150.187162,98.66212
150.192933,98.88496
150.197715,99.108007
150.202033,99.336781
150.205758,99.560863
150.20878,99.781441
150.211392,100.007297
150.21346,100.233897
150.214939,100.461847
150.215549,100.689806
150.215653,100.922017
150.215347,101.149637
150.214179,101.378921
150.212561,101.609018
150.210062,101.839824
150.206808,102.075946
150.203115,102.298034
150.199397,102.5297
150.194784,102.761379
150.189303,102.993735
150.183107,103.22655
150.17611,103.459955
150.168404,103.694094
150.159448,103.937882
150.150956,104.160999
150.141534,104.395172
150.131857,104.626101
150.122321,104.850059
150.11281,105.067197
150.103468,105.27739
150.093047,105.485796
150.083414,105.684129
150.073533,105.87599
150.063788,106.062116
150.054305,106.242773
150.044975,106.418013
150.03592,106.58464
150.026793,106.750053
150.017621,106.909832
150.008326,107.065214
149.999153,107.215014
149.990312,107.359954
149.980866,107.500875
149.971333,107.637323
149.961737,107.76993
149.951697,107.904164
149.941107,108.042005
149.929897,108.183384
149.918093,108.328223
149.905493,108.475686
149.892494,108.626715
149.878885,108.782241
149.864839,108.937406
149.849955,109.095455
